College Code,College Name,Branch Code,Branch Name,Mock Cutoff,Mock Allotment Category,Round 1 Cutoff,Round 1 Allotment Category,Round 2 Cutoff,Round 2 Allotment Category,Round 3 Cutoff,Round 3 Allotment Category,Best Representative Cutoff,Best Representative Category,Chance Category
E037,"K.L.S. Gogte Institute of Technology, Belgaum.(AUTONOMOUS) ""JNANA GANGA"", UDYAMBAG,BELGAUM",EC,EC,21419,3AG,21268,3AG,25555,3AG,29984,3AG,29984,3AG,Safe
E115,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60",CS,COMPUTER SCIENCE,20027,GMR,19996,GMR,23880,GMR,30134,GMR,30134,GMR,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",AM,AM,23569,GMR,22443,GMR,26347,3AG,30282,GMR,30282,GMR,Safe
E060,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",IS,INFORMATION SCIENCE,19440,GMR,19899,GMR,24229,GMR,30435,GMR,30435,GMR,Safe
E048,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ME,ME,21879,GMR,21879,GMR,21879,GMR,30625,GMR,30625,GMR,Safe
E097,"C M R Institute of Technology, Kundala Halli village, Bangalore # 132, KUNDALAHALLI VILLAGE,IT PARK ROAD,BANGALORE - 560 037",EC,EC,25192,3AR,22338,3AR,30674,3AR,30674,3AR,30674,3AR,Safe
E082,"J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",IS,INFORMATION SCIENCE,20462,GMR,19417,GMR,22838,GMR,30741,GMR,30741,GMR,Safe
E212,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN",DS,DATA SCIENCES,23254,GMR,19858,GMR,24892,GMR,30817,GMR,30817,GMR,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",CS,COMPUTER SCIENCE,23187,3AR,23187,3AR,28596,3AR,31139,3AR,31139,3AR,Safe
E149,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE",AM,AM,26416,GMR,26007,3AG,31413,GMR,31413,GMR,31413,GMR,Safe
E036,"K L E Technological Univeristy, Belgaum Campus (Formerly KLE Dr M.S.Sheshagiri College of Engineering and Technology) UDYAMBAGH,BELGAUM",CS,COMPUTER SCIENCE,22526,3AG,20508,3AG,27570,3AG,31492,3AG,31492,3AG,Safe
E212,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN",IOTCS,IOTCS,24457,GMR,20614,GMR,30817,GMR,31498,GMR,31498,GMR,Safe
E061,"University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",CS,COMPUTER SCIENCE,27474,3AG,27579,3AG,31988,GMR,31988,GMR,31988,GMR,Safe
E115,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60",AM,AM,21030,GMR,21030,GMR,23374,GMR,32041,GMR,32041,GMR,Safe
E235,"M . S . Ramaiah University of Applied Sciences UNIVERSITY HOUSE, GNANAGANGOTHRI CAMPUS, NEW BEL ROAD, MSR ROAD, BANGALORE - 560054",RI,RI,26095,GMR,23290,GMR,28695,GMR,32064,3AG,32064,3AG,Safe
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",EE,EE,23276,3AR,23276,3AR,31383,3AR,32129,3AR,32129,3AR,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",IT,IT,24391,GMR,23950,GMR,32209,GMR,32209,GMR,32209,GMR,Safe
E060,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",EC,EC,24627,3AR,22323,3AR,28553,3AR,32389,3AR,32389,3AR,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",CS,COMPUTER SCIENCE,24926,3AR,23884,3AR,32447,3AR,32447,3AR,32447,3AR,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",AM,AM,23374,GMR,21443,GMR,26408,GMR,32601,GMR,32601,GMR,Safe
E133,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16",AD,AD,26015,3AG,25181,GMR,31397,GMR,32629,3AG,32629,3AG,Safe
E012,"Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",EC,EC,21374,GMR,20371,GMR,26681,GMR,32784,3AG,32784,3AG,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",AM,AM,31214,3AR,30237,3AR,31214,3AR,32814,3AR,32814,3AR,Safe
E034,"SDM College of Engineering, Dharwad (AUTONOMOUS) DHAVALAGIRI,KALGHATGI ROAD,DHARWAD",EC,EC,19230,GMR,21226,GMR,25012,3AG,32849,3AG,32849,3AG,Safe
E115,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60",DS,DATA SCIENCES,24957,GMR,23254,GMR,25344,GMR,33116,GMR,33116,GMR,Safe
E212,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN",IS,INFORMATION SCIENCE,22203,GMR,22340,GMR,24957,GMR,33236,GMR,33236,GMR,Safe
E133,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16",IS,INFORMATION SCIENCE,25789,3AR,25789,3AR,33271,3AR,33271,3AR,33271,3AR,Safe
E048,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",BT,BIO-TECHNOLOGY,29493,GMR,32519,GMR,33277,GMR,33277,GMR,33277,GMR,Safe
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CS,COMPUTER SCIENCE,16036,3AR,19663,3AR,26783,3AR,33292,3AR,33292,3AR,Safe
E009,"PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",ME,ME,20682,GMR,12437,GMR,33345,GMR,33345,GMR,33345,GMR,Safe
E235,"M . S . Ramaiah University of Applied Sciences UNIVERSITY HOUSE, GNANAGANGOTHRI CAMPUS, NEW BEL ROAD, MSR ROAD, BANGALORE - 560054",MC2,MC2,33528,3AR,33528,3AR,33528,3AR,33528,3AR,33528,3AR,Safe
E012,"Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",RI,RI,20614,GMR,19195,GMR,28970,GMR,33868,3AG,33868,3AG,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",AE,AGRICULTURE ENGINEERING,30517,GMR,24122,3AG,33801,GMR,33907,3AG,33907,3AG,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",DS,DATA SCIENCES,24447,GMR,23255,3AG,29440,GMR,33956,3AG,33956,3AG,Safe
E065,"Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",AM,AM,29484,3AG,29484,3AG,34003,GMR,34003,GMR,34003,GMR,Safe
E049,"B V V Sangha`s Basaveshwara Engineering College , Bagalkote (AUTONOMOUS) NIJALINGAPPA ROAD,BAGALKOT 587102",AM,AM,32040,GMR,30472,3AG,34095,GMR,34095,GMR,34095,GMR,Safe
E115,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60",IS,INFORMATION SCIENCE,24203,GMR,23880,GMR,29458,GMR,34128,GMR,34128,GMR,Safe
E160,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE",AM,AM,27192,3AG,27669,3AG,34408,3AG,34408,3AG,34408,3AG,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",IS,INFORMATION SCIENCE,23950,GMR,23344,GMR,25650,GMR,34716,GMR,34716,GMR,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",AM,AM,30601,GMR,26495,GMR,32368,GMR,34856,3AG,34856,3AG,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",CS,COMPUTER SCIENCE,23204,GMR,23243,GMR,27801,GMR,34928,GMR,34928,GMR,Safe
E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",EE,EE,25997,GMR,25232,GMR,31552,GMR,35243,GMR,35243,GMR,Safe
E060,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",CBS,CBS,23290,GMR,24229,GMR,28531,3AG,35278,3AG,35278,3AG,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",DS,DATA SCIENCES,24753,GMR,24148,GMR,29751,GMR,35807,GMR,35807,GMR,Safe
E008,"Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",EE,EE,26055,GMR,26055,GMR,32129,GMR,36002,GMR,36002,GMR,Safe
E016,"Siddaganga Institute of Technology,Tumkur",EE,EE,23411,GMR,23411,GMR,35108,GMR,36453,GMR,36453,GMR,Safe
E008,"Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",ET,ET,24229,GMR,23008,GMR,32895,GMR,36696,GMR,36696,GMR,Safe
E103,"Global Academy of Technology, Bangalore(AUTONOMOUS) IDEAL HOMES TOWNSHIP,RAJARAJESHWARINAGAR,BANGALORE-560098",CS,COMPUTER SCIENCE,25858,3AR,24511,3AR,30758,3AR,36714,3AR,36714,3AR,Safe
E149,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE",CS,COMPUTER SCIENCE,30167,3AR,30058,3AR,33572,3AR,36737,3AR,36737,3AR,Safe
E082,"J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",EC,EC,26175,GMR,24071,GMR,28594,GMR,36893,GMR,36893,GMR,Safe
E103,"Global Academy of Technology, Bangalore(AUTONOMOUS) IDEAL HOMES TOWNSHIP,RAJARAJESHWARINAGAR,BANGALORE-560098",AM,AM,29045,GMR,25617,GMR,33116,GMR,37268,GMR,37268,GMR,Safe
E149,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE",DS,DATA SCIENCES,34853,3AR,30167,3AR,36321,3AR,37289,3AR,37289,3AR,Safe
E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ET,ET,19227,GMR,20446,GMR,22029,GMR,37797,GMR,37797,GMR,Safe
E049,"B V V Sangha`s Basaveshwara Engineering College , Bagalkote (AUTONOMOUS) NIJALINGAPPA ROAD,BAGALKOT 587102",CS,COMPUTER SCIENCE,26360,GMR,28146,3AG,35415,3AG,38201,GMR,38201,GMR,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",AM,AM,34443,GMR,38301,GMR,38301,GMR,38301,GMR,38301,GMR,Safe
E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",BT,BIO-TECHNOLOGY,31309,GMR,32860,GMR,32860,GMR,38431,3AG,38431,3AG,Safe
E126,"B M S Institute of Technology & Management, Yelahanka, Bangalore(AUTONOMOUS) POST BOX NO.6443, AVALAHALLI,DODDABALLAPURA MAIN ROAD,YELAHANKA, BANGALORE - 560064.",EE,EE,29737,GMR,27832,GMR,30655,GMR,38508,3AG,38508,3AG,Safe
E060,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",VL,VL,40280,3AR,30963,3AR,38565,3AR,38565,3AR,38565,3AR,Safe
E006,"M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",BT,BIO-TECHNOLOGY,18079,GMR,25457,GMR,30568,GMR,38676,GMR,38676,GMR,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",CS,COMPUTER SCIENCE,29446,GMR,27262,GMR,36016,GMR,39100,GMR,39100,GMR,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",IS,INFORMATION SCIENCE,28422,3AR,26757,3AR,33125,3AR,39218,3AR,39218,3AR,Safe
E031,"B V V Sangha`s Basaveshwara Engineering College , Bagalkote (AUTONOMOUS) NIJALINGAPPA ROAD,BAGALKOT 587102",EC,EC,29738,3AG,30209,3AG,39309,3AG,39309,3AG,39309,3AG,Safe
E212,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN",EC,EC,25486,GMR,23872,GMR,30122,GMR,39359,GMR,39359,GMR,Safe
E286,"BGS College of Engineering & Technology,Bangalore",CS,COMPUTER SCIENCE,28072,GMR,28728,GMR,31241,GMR,40357,GMR,40357,GMR,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",CY,CY,39463,GMR,39463,GMR,39463,GMR,40363,3AG,40363,3AG,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",EC,EC,28809,GMR,29761,GMR,37312,GMR,40593,3AG,40593,3AG,Safe
E005,"R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",CE,COMPUTER ENGINEERING,12735,GMR,21085,GMR,25157,GMR,40611,GMR,40611,GMR,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",DS,DATA SCIENCES,34883,GMR,34137,GMR,38485,GMR,40768,GMR,40768,GMR,Safe
E006,"M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",ME,ME,24922,GMR,23993,GMR,27198,GMR,40848,GMR,40848,GMR,Safe
E036,"K L E Technological Univeristy, Belgaum Campus (Formerly KLE Dr M.S.Sheshagiri College of Engineering and Technology) UDYAMBAGH,BELGAUM",EC,EC,27736,3AG,23735,GMR,29738,3AG,40962,3AG,40962,3AG,Safe
E160,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE",IS,INFORMATION SCIENCE,29895,3AG,28910,3AG,41120,3AG,41120,3AG,41120,3AG,Safe
E103,"Global Academy of Technology, Bangalore(AUTONOMOUS) IDEAL HOMES TOWNSHIP,RAJARAJESHWARINAGAR,BANGALORE-560098",AD,AD,31407,3AR,30425,3AR,34137,3AR,41247,3AR,41247,3AR,Safe
E115,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60",EC,EC,29628,GMR,29275,GMR,33579,GMR,41395,GMR,41395,GMR,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",RI,RI,32184,GMR,31017,GMR,36301,GMR,41922,GMR,41922,GMR,Safe
E057,"JSS Science and Technology University JSS TECHNICAL INSTITUTIONS CAMPUS, MANASAGANGOTHRI, MYSURU 570006",BT,BIO-TECHNOLOGY,41022,3AR,41022,3AR,42179,3AR,42179,3AR,42179,3AR,Safe
E071,"Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",EC,EC,27771,3AR,27771,3AR,33449,3AR,42189,3AR,42189,3AR,Safe
E133,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16",EC,EC,31898,GMR,29879,GMR,36349,GMR,42552,GMR,42552,GMR,Safe
E006,"M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",CH,CH,16417,3AG,16487,3AG,30947,GMR,42666,GMR,42666,GMR,Safe
E149,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE",IOTCS,IOTCS,32314,GMR,32297,GMR,39822,GMR,42864,GMR,42864,GMR,Safe
E082,"J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",RA,RA,21936,GMR,20754,GMR,28668,GMR,42909,GMR,42909,GMR,Safe
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",EC,EC,26548,GMR,27044,GMR,37297,GMR,43183,GMR,43183,GMR,Safe
E009,"PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",BT,BIO-TECHNOLOGY,21465,GMR,21465,GMR,40417,GMR,43246,GMR,43246,GMR,Safe
E017,"Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",AM,AM,37311,3AG,35435,3AG,43447,3AG,43447,3AG,43447,3AG,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",EC,EC,34538,GMR,37074,GMR,43064,GMR,43837,GMR,43837,GMR,Safe
E065,"Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",CS,COMPUTER SCIENCE,33432,GMR,32946,GMR,38493,GMR,44030,GMR,44030,GMR,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",CY,CY,35568,GMR,33168,GMR,38811,GMR,44227,GMR,44227,GMR,Safe
E103,"Global Academy of Technology, Bangalore(AUTONOMOUS) IDEAL HOMES TOWNSHIP,RAJARAJESHWARINAGAR,BANGALORE-560098",IS,INFORMATION SCIENCE,29190,GMR,28422,GMR,34622,GMR,44276,GMR,44276,GMR,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",AE,AGRICULTURE ENGINEERING,31375,GMR,25026,GMR,31375,GMR,44567,3AG,44567,3AG,Safe
E047,"Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",AM,AM,29948,GMR,28344,GMR,34911,GMR,44658,GMR,44658,GMR,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",IS,INFORMATION SCIENCE,27079,GMR,25929,GMR,32831,GMR,44807,GMR,44807,GMR,Safe
E078,"The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",CS,COMPUTER SCIENCE,31650,GMR,31241,GMR,36942,GMR,45132,GMR,45132,GMR,Safe
E257,"CMR University Main Campus, Off Hennur Bagalur Main Road, Chagalatti, Bangalore",AM,AM,31808,GMR,31214,GMR,40085,GMR,45200,GMR,45200,GMR,Safe
E078,"The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",AD,AD,28835,GMR,31407,GMR,41247,3AG,45549,GMR,45549,GMR,Safe
E006,"M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",ML,ML,27943,GMR,37278,GMR,45600,GMR,45600,GMR,45600,GMR,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",DS,DATA SCIENCES,37778,GMR,31194,GMR,42189,GMR,45727,3AG,45727,3AG,Safe
E024,"Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",EC,EC,36651,3AR,35935,3AR,43047,3AR,45853,3AR,45853,3AR,Safe
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",CE,COMPUTER ENGINEERING,34073,GMR,31746,GMR,42405,GMR,46090,GMR,46090,GMR,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",AN,AN,37962,GMR,38675,GMR,46108,GMR,46108,GMR,46108,GMR,Safe
E078,"The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",AM,AM,33124,GMR,33124,GMR,38204,GMR,46322,3AG,46322,3AG,Safe
E056,"The National Institute of Engineering(SOUTH CAMPUS), Mysore(AUTONOMOUS) MANANDAVADI ROAD,MYSORE 570008",EE,EE,27034,GMR,27290,GMR,46706,GMR,46706,GMR,46706,GMR,Safe
E235,"M . S . Ramaiah University of Applied Sciences UNIVERSITY HOUSE, GNANAGANGOTHRI CAMPUS, NEW BEL ROAD, MSR ROAD, BANGALORE - 560054",EE,EE,29141,GMR,28983,GMR,39218,GMR,46842,3AG,46842,3AG,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",AM,AM,40066,3AR,38091,3AR,43265,3AR,46959,3AR,46959,3AR,Safe
E016,"Siddaganga Institute of Technology,Tumkur",BT,BIO-TECHNOLOGY,28624,GMR,28624,GMR,47009,GMR,47316,GMR,47316,GMR,Safe
E037,"K.L.S. Gogte Institute of Technology, Belgaum.(AUTONOMOUS) ""JNANA GANGA"", UDYAMBAG,BELGAUM",EE,EE,33359,3AG,33359,3AG,47340,3AG,47340,3AG,47340,3AG,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",CS,COMPUTER SCIENCE,37057,3AR,35907,3AR,45801,3AR,47467,3AR,47467,3AR,Safe
E023,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",EC,EC,32818,3AR,35822,3AR,42605,3AR,47937,3AR,47937,3AR,Safe
E016,"Siddaganga Institute of Technology,Tumkur",EI,EI,31552,GMR,35108,GMR,48175,GMR,48175,GMR,48175,GMR,Safe
E241,"KLE Technological University(Formerly (BVBCET) BVBHOOMARADDI COLLEGE CAMPUS, VIDYANAGAR, HUBBALLI",EE,EE,29635,GMR,29465,GMR,48458,3AG,48458,3AG,48458,3AG,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",CD,COMMUNICATION DESIGN,30963,GMR,27816,3AG,37131,3AG,48653,3AG,48653,3AG,Safe
E048,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",CH,CH,21816,3AG,21060,3AG,40270,GMR,48724,GMR,48724,GMR,Safe
E149,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE",EC,EC,39460,GMR,38682,GMR,44455,GMR,49152,3AG,49152,3AG,Safe
E241,"KLE Technological University(Formerly (BVBCET) BVBHOOMARADDI COLLEGE CAMPUS, VIDYANAGAR, HUBBALLI",VL,VL,21199,3AR,21199,3AR,49516,3AR,49516,3AR,49516,3AR,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",EC,EC,31923,GMR,31923,GMR,36022,GMR,49530,GMR,49530,GMR,Safe
E286,"BGS College of Engineering & Technology,Bangalore",AM,AM,30282,3AR,30758,3AR,34985,3AR,49559,3AR,49559,3AR,Safe
E021,"Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",EI,EI,42420,3AR,36667,3AR,36667,3AR,49656,3AR,49656,3AR,Safe
E103,"Global Academy of Technology, Bangalore(AUTONOMOUS) IDEAL HOMES TOWNSHIP,RAJARAJESHWARINAGAR,BANGALORE-560098",EC,EC,35012,GMR,32565,GMR,42909,GMR,49721,GMR,49721,GMR,Safe
E091,"K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",AM,AM,34985,GMR,37098,GMR,41362,GMR,49924,GMR,49924,GMR,Safe
E062,"Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",AM,AM,40709,3AG,43227,3AG,46462,3AG,50253,GMR,50253,GMR,Safe
